NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
AMFR,autocrine motility factor receptor [Source:HGNC Symbol;Acc:HGNC:463],null,null,-0.5192189
PEAK1,pseudopodium enriched atypical kinase 1 [Source:HGNC Symbol;Acc:HGNC:29431],null,null,-0.51926297
MSH4,mutS homolog 4 [Source:HGNC Symbol;Acc:HGNC:7327],null,null,-0.5193498
SDCCAG8,serologically defined colon cancer antigen 8 [Source:HGNC Symbol;Acc:HGNC:10671],null,null,-0.5201899
SHC4,SHC adaptor protein 4 [Source:HGNC Symbol;Acc:HGNC:16743],null,null,-0.52019894
LSM2,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]",null,null,-0.5206725
STAG2,stromal antigen 2 [Source:HGNC Symbol;Acc:HGNC:11355],null,null,-0.52082634
ID1,"inhibitor of DNA binding 1, HLH protein [Source:HGNC Symbol;Acc:HGNC:5360]",null,null,-0.52092993
CROCC2,"ciliary rootlet coiled-coil, rootletin family member 2 [Source:HGNC Symbol;Acc:HGNC:51677]",null,null,-0.52156556
CNTF,ciliary neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:2169],null,null,-0.5222488
PPP1R13B,protein phosphatase 1 regulatory subunit 13B [Source:HGNC Symbol;Acc:HGNC:14950],null,null,-0.5223045
MRPL36,mitochondrial ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:14490],null,null,-0.52238154
MLYCD,malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150],null,null,-0.52249986
TRIM9,tripartite motif containing 9 [Source:HGNC Symbol;Acc:HGNC:16288],null,null,-0.5226231
LRATD2,LRAT domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24166],null,null,-0.5226567
NDRG4,NDRG family member 4 [Source:HGNC Symbol;Acc:HGNC:14466],null,null,-0.5226992
CUX2,cut like homeobox 2 [Source:HGNC Symbol;Acc:HGNC:19347],null,null,-0.5227479
PJVK,pejvakin [Source:HGNC Symbol;Acc:HGNC:29502],null,null,-0.5227827
ERLIN1,ER lipid raft associated 1 [Source:HGNC Symbol;Acc:HGNC:16947],null,null,-0.5227871
KIAA1671,KIAA1671 [Source:HGNC Symbol;Acc:HGNC:29345],null,null,-0.52285546
SHOX2,short stature homeobox 2 [Source:HGNC Symbol;Acc:HGNC:10854],null,null,-0.5229158
CRIP1,cysteine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2360],null,null,-0.52293396
SIAH1,siah E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:10857],null,null,-0.5235232
LANCL3,LanC like 3 [Source:HGNC Symbol;Acc:HGNC:24767],null,null,-0.5237211
TPRKB,TP53RK binding protein [Source:HGNC Symbol;Acc:HGNC:24259],null,null,-0.52395064
NAIP,NLR family apoptosis inhibitory protein [Source:HGNC Symbol;Acc:HGNC:7634],null,null,-0.5241565
PITPNA,phosphatidylinositol transfer protein alpha [Source:HGNC Symbol;Acc:HGNC:9001],null,null,-0.52420473
GABRG2,gamma-aminobutyric acid type A receptor gamma2 subunit [Source:HGNC Symbol;Acc:HGNC:4087],null,null,-0.5242177
CATSPER2,cation channel sperm associated 2 [Source:HGNC Symbol;Acc:HGNC:18810],null,null,-0.5242384
GOLGA2,golgin A2 [Source:HGNC Symbol;Acc:HGNC:4425],null,null,-0.5243025
CRIP2,cysteine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2361],null,null,-0.5243296
KCNN3,potassium calcium-activated channel subfamily N member 3 [Source:HGNC Symbol;Acc:HGNC:6292],null,null,-0.524665
NDUFS4,NADH:ubiquinone oxidoreductase subunit S4 [Source:HGNC Symbol;Acc:HGNC:7711],null,null,-0.5248257
PTGES3L,prostaglandin E synthase 3 like [Source:HGNC Symbol;Acc:HGNC:43943],null,null,-0.52494276
SLC5A3,solute carrier family 5 member 3 [Source:HGNC Symbol;Acc:HGNC:11038],null,null,-0.5253428
SLAIN2,SLAIN motif family member 2 [Source:HGNC Symbol;Acc:HGNC:29282],null,null,-0.52541465
KCNG2,potassium voltage-gated channel modifier subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:6249],null,null,-0.52543813
PCDHA4,protocadherin alpha 4 [Source:HGNC Symbol;Acc:HGNC:8670],null,null,-0.5254733
SLC17A5,solute carrier family 17 member 5 [Source:HGNC Symbol;Acc:HGNC:10933],null,null,-0.52547526
ZNF44,zinc finger protein 44 [Source:HGNC Symbol;Acc:HGNC:13110],null,null,-0.5255281
ID3,"inhibitor of DNA binding 3, HLH protein [Source:HGNC Symbol;Acc:HGNC:5362]",null,null,-0.52582073
NLGN1,neuroligin 1 [Source:HGNC Symbol;Acc:HGNC:14291],null,null,-0.52593213
FBXO34,F-box protein 34 [Source:HGNC Symbol;Acc:HGNC:20201],null,null,-0.52641064
HNF1B,HNF1 homeobox B [Source:HGNC Symbol;Acc:HGNC:11630],null,null,-0.52657276
MPPED2,metallophosphoesterase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1180],null,null,-0.52664846
MTCL1,microtubule crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:29121],null,null,-0.526778
MYH8,myosin heavy chain 8 [Source:HGNC Symbol;Acc:HGNC:7578],null,null,-0.52695453
RNF182,ring finger protein 182 [Source:HGNC Symbol;Acc:HGNC:28522],null,null,-0.52695733
TESC,tescalcin [Source:HGNC Symbol;Acc:HGNC:26065],null,null,-0.5270235
NGB,neuroglobin [Source:HGNC Symbol;Acc:HGNC:14077],null,null,-0.52705085
CNTD1,cyclin N-terminal domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26847],null,null,-0.52714247
LRIG3,leucine rich repeats and immunoglobulin like domains 3 [Source:HGNC Symbol;Acc:HGNC:30991],null,null,-0.5271775
INSM1,INSM transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:6090],null,null,-0.52740157
KCNA1,potassium voltage-gated channel subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:6218],null,null,-0.527424
MEIS2,Meis homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7001],null,null,-0.52744645
TCF24,transcription factor 24 [Source:HGNC Symbol;Acc:HGNC:32275],null,null,-0.5275043
APOB,apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603],null,null,-0.52766335
CFL2,cofilin 2 [Source:HGNC Symbol;Acc:HGNC:1875],null,null,-0.52782863
CHGB,chromogranin B [Source:HGNC Symbol;Acc:HGNC:1930],null,null,-0.5279809
KCNK10,potassium two pore domain channel subfamily K member 10 [Source:HGNC Symbol;Acc:HGNC:6273],null,null,-0.5281685
PDZRN4,PDZ domain containing ring finger 4 [Source:HGNC Symbol;Acc:HGNC:30552],null,null,-0.52854156
LIG4,DNA ligase 4 [Source:HGNC Symbol;Acc:HGNC:6601],null,null,-0.5285733
PLIN5,perilipin 5 [Source:HGNC Symbol;Acc:HGNC:33196],null,null,-0.5285747
OGFOD1,2-oxoglutarate and iron dependent oxygenase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25585],null,null,-0.528614
LPCAT3,lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244],null,null,-0.5286199
DDAH1,dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:2715],null,null,-0.5287961
RAB22A,"RAB22A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9764]",null,null,-0.5288075
CACHD1,cache domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29314],null,null,-0.5290006
CALB1,calbindin 1 [Source:HGNC Symbol;Acc:HGNC:1434],null,null,-0.52902883
ZNF276,zinc finger protein 276 [Source:HGNC Symbol;Acc:HGNC:23330],null,null,-0.5291518
INPP4A,inositol polyphosphate-4-phosphatase type I A [Source:HGNC Symbol;Acc:HGNC:6074],null,null,-0.52919143
MMP20,matrix metallopeptidase 20 [Source:HGNC Symbol;Acc:HGNC:7167],null,null,-0.52919704
ROBO3,roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433],null,null,-0.5296497
NDN,"necdin, MAGE family member [Source:HGNC Symbol;Acc:HGNC:7675]",null,null,-0.52976644
SAAL1,serum amyloid A like 1 [Source:HGNC Symbol;Acc:HGNC:25158],null,null,-0.53009105
TMEM117,transmembrane protein 117 [Source:HGNC Symbol;Acc:HGNC:25308],null,null,-0.5301347
PSD3,pleckstrin and Sec7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19093],null,null,-0.5302193
EXO5,exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:26115],null,null,-0.5303977
ELFN2,extracellular leucine rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29396],null,null,-0.530595
GNAI3,G protein subunit alpha i3 [Source:HGNC Symbol;Acc:HGNC:4387],null,null,-0.53067195
MOXD1,monooxygenase DBH like 1 [Source:HGNC Symbol;Acc:HGNC:21063],null,null,-0.53075916
SCO2,SCO cytochrome c oxidase assembly protein 2 [Source:HGNC Symbol;Acc:HGNC:10604],null,null,-0.5308118
SDR16C5,short chain dehydrogenase/reductase family 16C member 5 [Source:HGNC Symbol;Acc:HGNC:30311],null,null,-0.53101623
SLC44A4,solute carrier family 44 member 4 [Source:HGNC Symbol;Acc:HGNC:13941],null,null,-0.53119814
ARHGAP20,Rho GTPase activating protein 20 [Source:HGNC Symbol;Acc:HGNC:18357],null,null,-0.53131026
ABLIM1,actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78],null,null,-0.5313287
CD164,CD164 molecule [Source:HGNC Symbol;Acc:HGNC:1632],null,null,-0.5313599
ATG9A,autophagy related 9A [Source:HGNC Symbol;Acc:HGNC:22408],null,null,-0.5313688
CCNF,cyclin F [Source:HGNC Symbol;Acc:HGNC:1591],null,null,-0.5314501
CMTM4,CKLF like MARVEL transmembrane domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19175],null,null,-0.5315925
ARHGAP29,Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207],null,null,-0.53164566
ADCY2,adenylate cyclase 2 [Source:HGNC Symbol;Acc:HGNC:233],null,null,-0.53165376
PCBP3,poly(rC) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:8651],null,null,-0.5316905
SNAPC5,small nuclear RNA activating complex polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:15484],null,null,-0.53189003
GLB1L2,galactosidase beta 1 like 2 [Source:HGNC Symbol;Acc:HGNC:25129],null,null,-0.5324092
UNC5D,unc-5 netrin receptor D [Source:HGNC Symbol;Acc:HGNC:18634],null,null,-0.53245103
ATF6,activating transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:791],null,null,-0.53247285
YPEL4,yippee like 4 [Source:HGNC Symbol;Acc:HGNC:18328],null,null,-0.53270394
PIK3AP1,phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034],null,null,-0.5327202
TEX52,testis expressed 52 [Source:HGNC Symbol;Acc:HGNC:53643],null,null,-0.53272384
RPS6KA1,ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430],null,null,-0.5327991
MYO1D,myosin ID [Source:HGNC Symbol;Acc:HGNC:7598],null,null,-0.5330227
SNX19,sorting nexin 19 [Source:HGNC Symbol;Acc:HGNC:21532],null,null,-0.53348696
SPSB3,splA/ryanodine receptor domain and SOCS box containing 3 [Source:HGNC Symbol;Acc:HGNC:30629],null,null,-0.5335843
DAP,death associated protein [Source:HGNC Symbol;Acc:HGNC:2672],null,null,-0.5336128
APOL3,apolipoprotein L3 [Source:HGNC Symbol;Acc:HGNC:14868],null,null,-0.5336896
RIN1,Ras and Rab interactor 1 [Source:HGNC Symbol;Acc:HGNC:18749],null,null,-0.53398454
KHNYN,KH and NYN domain containing [Source:HGNC Symbol;Acc:HGNC:20166],null,null,-0.53411317
SWT1,SWT1 RNA endoribonuclease homolog [Source:HGNC Symbol;Acc:HGNC:16785],null,null,-0.5341306
POPDC2,popeye domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17648],null,null,-0.5351961
PPP6R1,protein phosphatase 6 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:29195],null,null,-0.53522444
EEF1A2,eukaryotic translation elongation factor 1 alpha 2 [Source:HGNC Symbol;Acc:HGNC:3192],null,null,-0.53556925
THEMIS3P,"thymocyte selection associated family member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:49196]",null,null,-0.53565544
TMEM109,transmembrane protein 109 [Source:HGNC Symbol;Acc:HGNC:28771],null,null,-0.5356851
KCNH2,potassium voltage-gated channel subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:6251],null,null,-0.5357714
CKM,"creatine kinase, M-type [Source:HGNC Symbol;Acc:HGNC:1994]",null,null,-0.5357878
OTOA,otoancorin [Source:HGNC Symbol;Acc:HGNC:16378],null,null,-0.53581136
RNF224,ring finger protein 224 [Source:HGNC Symbol;Acc:HGNC:41912],null,null,-0.5358578
DAPK3,death associated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:2676],null,null,-0.53591233
CILP2,cartilage intermediate layer protein 2 [Source:HGNC Symbol;Acc:HGNC:24213],null,null,-0.5359857
PCDHB1,protocadherin beta 1 [Source:HGNC Symbol;Acc:HGNC:8680],null,null,-0.5359871
IL5,interleukin 5 [Source:HGNC Symbol;Acc:HGNC:6016],null,null,-0.5360769
NHLH1,nescient helix-loop-helix 1 [Source:HGNC Symbol;Acc:HGNC:7817],null,null,-0.5361816
TAS1R1,taste 1 receptor member 1 [Source:HGNC Symbol;Acc:HGNC:14448],null,null,-0.5363047
SCRT2,scratch family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:15952],null,null,-0.53652155
METTL9,methyltransferase like 9 [Source:HGNC Symbol;Acc:HGNC:24586],null,null,-0.5366415
PANK1,pantothenate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8598],null,null,-0.5367101
SNX15,sorting nexin 15 [Source:HGNC Symbol;Acc:HGNC:14978],null,null,-0.5369883
OR2Y1,olfactory receptor family 2 subfamily Y member 1 [Source:HGNC Symbol;Acc:HGNC:14837],null,null,-0.537015
MCHR1,melanin concentrating hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:4479],null,null,-0.5370247
GHRH,growth hormone releasing hormone [Source:HGNC Symbol;Acc:HGNC:4265],null,null,-0.5371196
LTA4H,leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710],null,null,-0.53724
PPP2R2A,protein phosphatase 2 regulatory subunit Balpha [Source:HGNC Symbol;Acc:HGNC:9304],null,null,-0.5374143
MT-ND2,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2 [Source:HGNC Symbol;Acc:HGNC:7456],null,null,-0.537646
ADA,adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186],null,null,-0.5377678
FLT1,fms related tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:3763],null,null,-0.5379104
STXBP5L,syntaxin binding protein 5 like [Source:HGNC Symbol;Acc:HGNC:30757],null,null,-0.5379316
PLOD2,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:9082]",null,null,-0.53846335
STAG3,stromal antigen 3 [Source:HGNC Symbol;Acc:HGNC:11356],null,null,-0.5385023
USP40,ubiquitin specific peptidase 40 [Source:HGNC Symbol;Acc:HGNC:20069],null,null,-0.5386931
SMCO4,single-pass membrane protein with coiled-coil domains 4 [Source:HGNC Symbol;Acc:HGNC:24810],null,null,-0.5391371
EPHA7,EPH receptor A7 [Source:HGNC Symbol;Acc:HGNC:3390],null,null,-0.53914404
BACH1,BTB domain and CNC homolog 1 [Source:HGNC Symbol;Acc:HGNC:935],null,null,-0.53933585
FBXO28,F-box protein 28 [Source:HGNC Symbol;Acc:HGNC:29046],null,null,-0.539525
BTBD2,BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15504],null,null,-0.539564
SMAD2,SMAD family member 2 [Source:HGNC Symbol;Acc:HGNC:6768],null,null,-0.53965867
LGI1,leucine rich glioma inactivated 1 [Source:HGNC Symbol;Acc:HGNC:6572],null,null,-0.5398498
ZNF827,zinc finger protein 827 [Source:HGNC Symbol;Acc:HGNC:27193],null,null,-0.539874
RESP18,regulated endocrine specific protein 18 [Source:HGNC Symbol;Acc:HGNC:33762],null,null,-0.54023576
ZSWIM9,zinc finger SWIM-type containing 9 [Source:HGNC Symbol;Acc:HGNC:34495],null,null,-0.5403215
GOLT1A,golgi transport 1A [Source:HGNC Symbol;Acc:HGNC:24766],null,null,-0.5403583
IMMT,inner membrane mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:6047],null,null,-0.5404784
NDRG3,NDRG family member 3 [Source:HGNC Symbol;Acc:HGNC:14462],null,null,-0.5405071
TSPAN15,tetraspanin 15 [Source:HGNC Symbol;Acc:HGNC:23298],null,null,-0.540765
C19orf54,chromosome 19 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:24758],null,null,-0.54078615
JPH1,junctophilin 1 [Source:HGNC Symbol;Acc:HGNC:14201],null,null,-0.54081005
MT-CYB,mitochondrially encoded cytochrome b [Source:HGNC Symbol;Acc:HGNC:7427],null,null,-0.5408138
PEX19,peroxisomal biogenesis factor 19 [Source:HGNC Symbol;Acc:HGNC:9713],null,null,-0.5411074
SMPDL3B,sphingomyelin phosphodiesterase acid like 3B [Source:HGNC Symbol;Acc:HGNC:21416],null,null,-0.5413137
RAB3A,"RAB3A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9777]",null,null,-0.5415321
SENP8,"SUMO peptidase family member, NEDD8 specific [Source:HGNC Symbol;Acc:HGNC:22992]",null,null,-0.5416314
TIGD3,tigger transposable element derived 3 [Source:HGNC Symbol;Acc:HGNC:18334],null,null,-0.54172665
RAB9B,"RAB9B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14090]",null,null,-0.5417281
SCAMP1,secretory carrier membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:10563],null,null,-0.5417622
GJD3,gap junction protein delta 3 [Source:HGNC Symbol;Acc:HGNC:19147],null,null,-0.5420501
ENTR1,endosome associated trafficking regulator 1 [Source:HGNC Symbol;Acc:HGNC:10667],null,null,-0.5422299
NANP,N-acetylneuraminic acid phosphatase [Source:HGNC Symbol;Acc:HGNC:16140],null,null,-0.542261
SPARCL1,SPARC like 1 [Source:HGNC Symbol;Acc:HGNC:11220],null,null,-0.5423732
CREBRF,CREB3 regulatory factor [Source:HGNC Symbol;Acc:HGNC:24050],null,null,-0.5425297
KCNK16,potassium two pore domain channel subfamily K member 16 [Source:HGNC Symbol;Acc:HGNC:14464],null,null,-0.54260486
KRT35,keratin 35 [Source:HGNC Symbol;Acc:HGNC:6453],null,null,-0.5426175
TRUB2,TruB pseudouridine synthase family member 2 [Source:HGNC Symbol;Acc:HGNC:17170],null,null,-0.5426599
GPX6,glutathione peroxidase 6 [Source:HGNC Symbol;Acc:HGNC:4558],null,null,-0.5431406
CCDC121,coiled-coil domain containing 121 [Source:HGNC Symbol;Acc:HGNC:25833],null,null,-0.5432386
MCIDAS,multiciliate differentiation and DNA synthesis associated cell cycle protein [Source:HGNC Symbol;Acc:HGNC:40050],null,null,-0.54343957
SUPV3L1,Suv3 like RNA helicase [Source:HGNC Symbol;Acc:HGNC:11471],null,null,-0.5434737
MPDZ,multiple PDZ domain crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:7208],null,null,-0.5434788
COX6C,cytochrome c oxidase subunit 6C [Source:HGNC Symbol;Acc:HGNC:2285],null,null,-0.5434983
CERT1,ceramide transporter 1 [Source:HGNC Symbol;Acc:HGNC:2205],null,null,-0.5435402
2-Mar,mitochondrial amidoxime reducing component 2 [Source:HGNC Symbol;Acc:HGNC:26064],null,null,-0.5435598
TERB2,telomere repeat binding bouquet formation protein 2 [Source:HGNC Symbol;Acc:HGNC:28520],null,null,-0.54357237
TESK1,testis associated actin remodelling kinase 1 [Source:HGNC Symbol;Acc:HGNC:11731],null,null,-0.54361767
YJU2,YJU2 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:25518],null,null,-0.54373324
WBP2NL,WBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:28389],null,null,-0.5441559
HCN3,hyperpolarization activated cyclic nucleotide gated potassium channel 3 [Source:HGNC Symbol;Acc:HGNC:19183],null,null,-0.5441912
FCRL6,Fc receptor like 6 [Source:HGNC Symbol;Acc:HGNC:31910],null,null,-0.5442089
CLEC3B,C-type lectin domain family 3 member B [Source:HGNC Symbol;Acc:HGNC:11891],null,null,-0.5443457
CTTN,cortactin [Source:HGNC Symbol;Acc:HGNC:3338],null,null,-0.54446536
ZYX,zyxin [Source:HGNC Symbol;Acc:HGNC:13200],null,null,-0.54448295
C16orf89,chromosome 16 open reading frame 89 [Source:HGNC Symbol;Acc:HGNC:28687],null,null,-0.5445015
RBM15,RNA binding motif protein 15 [Source:HGNC Symbol;Acc:HGNC:14959],null,null,-0.544891
SARDH,sarcosine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:10536],null,null,-0.544904
DNM1,dynamin 1 [Source:HGNC Symbol;Acc:HGNC:2972],null,null,-0.5450344
CROT,carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366],null,null,-0.5453839
CLSTN1,calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447],null,null,-0.5454227
CYP3A43,cytochrome P450 family 3 subfamily A member 43 [Source:HGNC Symbol;Acc:HGNC:17450],null,null,-0.5454664
RAPGEF5,Rap guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:16862],null,null,-0.5462589
OSGEPL1,O-sialoglycoprotein endopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:23075],null,null,-0.5463318
WDPCP,WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027],null,null,-0.5463739
CCDC32,coiled-coil domain containing 32 [Source:HGNC Symbol;Acc:HGNC:28295],null,null,-0.5463816
RBM24,RNA binding motif protein 24 [Source:HGNC Symbol;Acc:HGNC:21539],null,null,-0.5467354
TRMT44,tRNA methyltransferase 44 homolog [Source:HGNC Symbol;Acc:HGNC:26653],null,null,-0.54680383
MUC20,"mucin 20, cell surface associated [Source:HGNC Symbol;Acc:HGNC:23282]",null,null,-0.546857
DMPK,DM1 protein kinase [Source:HGNC Symbol;Acc:HGNC:2933],null,null,-0.54716635
DNAJB12,DnaJ heat shock protein family (Hsp40) member B12 [Source:HGNC Symbol;Acc:HGNC:14891],null,null,-0.54726243
UBR3,ubiquitin protein ligase E3 component n-recognin 3 [Source:HGNC Symbol;Acc:HGNC:30467],null,null,-0.54735076
TXNDC17,thioredoxin domain containing 17 [Source:HGNC Symbol;Acc:HGNC:28218],null,null,-0.5475512
SEC24D,"SEC24 homolog D, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10706]",null,null,-0.5480533
RGCC,regulator of cell cycle [Source:HGNC Symbol;Acc:HGNC:20369],null,null,-0.5481003
ZNF398,zinc finger protein 398 [Source:HGNC Symbol;Acc:HGNC:18373],null,null,-0.5485728
DYNLL2,dynein light chain LC8-type 2 [Source:HGNC Symbol;Acc:HGNC:24596],null,null,-0.54873884
CARM1,coactivator associated arginine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23393],null,null,-0.5488265
GCC2,GRIP and coiled-coil domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23218],null,null,-0.54922616
CEP89,centrosomal protein 89 [Source:HGNC Symbol;Acc:HGNC:25907],null,null,-0.5494554
LAMA2,laminin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6482],null,null,-0.54950947
DVL2,dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086],null,null,-0.5499371
CDC42BPG,CDC42 binding protein kinase gamma [Source:HGNC Symbol;Acc:HGNC:29829],null,null,-0.55037546
NIPSNAP2,nipsnap homolog 2 [Source:HGNC Symbol;Acc:HGNC:4179],null,null,-0.55059826
