Human Marker Symbol,Human Entrez Gene ID,Mouse Marker Symbol,MGI Marker Accession ID
TUB,7275,Tub,  MGI:2651573
TUBA1A,7846,Tuba1a,  MGI:98869
TUBA1B,10376,Tuba1b,  MGI:107804
TUBA1C,84790,Tuba1c,  MGI:1095409
TUBA3E,112714,Tuba3a,  MGI:1095406
TUBA3E,112714,Tuba3b,  MGI:1095408
TUBA4A,7277,Tuba4a,  MGI:1095410
TUBA8,51807,Tuba8,  MGI:1858225
TUBAL3,79861,Tubal3,  MGI:3588215
TUBB,203068,Tubb5,  MGI:107812
TUBB1,81027,Tubb1,  MGI:107814
TUBB2A,7280,Tubb2a,  MGI:107861
TUBB2B,347733,Tubb2b,  MGI:1920960
TUBB3,10381,Tubb3,  MGI:107813
TUBB4A,10382,Tubb4a,  MGI:107848
TUBB4B,10383,Tubb4b,  MGI:1915472
TUBB6,84617,Tubb6,  MGI:1915201
TUBD1,51174,Tubd1,  MGI:1891826
TUBE1,51175,Tube1,  MGI:1919174
TUBG1,7283,Tubg1,  MGI:101834
TUBG2,27175,Tubg2,  MGI:2144208
TUBGCP2,10844,Tubgcp2,  MGI:1921487
TUBGCP3,10426,Tubgcp3,  MGI:2183752
TUBGCP4,27229,Tubgcp4,  MGI:1196293
TUBGCP5,114791,Tubgcp5,  MGI:2178836
TUBGCP6,85378,Tubgcp6,  MGI:2146071
TUFM,7284,Tufm,  MGI:1923686
TUFT1,7286,Tuft1,  MGI:109572
TUG1,55000,Tug1,  MGI:2144114
TULP1,7287,Tulp1,  MGI:109571
TULP2,7288,Tulp2,  MGI:1861600
TULP3,7289,Tulp3,  MGI:1329045
TULP4,56995,Tulp4,  MGI:1916092
TUNAR,100507043,Tunar,  MGI:1917202
TUSC1,286319,Tusc1,  MGI:2684283
TUSC2,11334,Tusc2,  MGI:1931086
TUSC3,7991,Tusc3,  MGI:1933134
TUT1,64852,Tut1,  MGI:1917294
TUT4,23318,Tut4,  MGI:2445126
TUT7,79670,Tut7,  MGI:2387179
TVP23A,780776,Tvp23a,  MGI:3665441
TVP23B,51030,Tvp23b,  MGI:1914760
TWF1,5756,Twf1,  MGI:1100520
TWF2,11344,Twf2,  MGI:1346078
TWIST1,7291,Twist1,  MGI:98872
TWIST2,117581,Twist2,  MGI:104685
TWISTNB,221830,Twistnb,  MGI:106292
TWNK,56652,Twnk,  MGI:2137410
TWSG1,57045,Twsg1,  MGI:2137520
TXK,7294,Txk,  MGI:102960
TXLNA,200081,Txlna,  MGI:105968
TXLNB,167838,Txlnb,  MGI:2671945
TXLNG,55787,Txlng,  MGI:3590652
TXN,7295,Txn1,  MGI:98874
TXN2,25828,Txn2,  MGI:1929468
TXNDC11,51061,Txndc11,  MGI:1923620
TXNDC12,51060,Txndc12,  MGI:1913323
TXNDC15,79770,Txndc15,  MGI:1916922
TXNDC16,57544,Txndc16,  MGI:1917811
TXNDC17,84817,Txndc17,  MGI:1289248
TXNDC2,84203,Txndc2,  MGI:2389312
TXNDC5,81567,Txndc5,  MGI:2145316
TXNDC8,255220,Txndc8,  MGI:1914652
TXNDC9,10190,Txndc9,  MGI:2138153
TXNIP,10628,Txnip,  MGI:1889549
TXNL1,9352,Txnl1,  MGI:1860078
TXNL4A,10907,Txnl4a,  MGI:1351613
TXNL4B,54957,Txnl4b,  MGI:2443724
TXNRD1,7296,Txnrd1,  MGI:1354175
TXNRD2,10587,Txnrd2,  MGI:1347023
TXNRD3,114112,Txnrd3,  MGI:2386711
TYK2,7297,Tyk2,  MGI:1929470
TYMP,1890,Tymp,  MGI:1920212
TYMS,7298,Tyms,  MGI:98878
TYR,7299,Tyr,  MGI:98880
TYRO3,7301,Tyro3,  MGI:104294
TYROBP,7305,Tyrobp,  MGI:1277211
TYRP1,7306,Tyrp1,  MGI:98881
TYSND1,219743,Tysnd1,  MGI:1919017
TYW1,55253,Tyw1,  MGI:2141161
TYW1B,441250,Tyw1,  MGI:2141161
TYW3,127253,Tyw3,  MGI:2445040
TYW5,129450,Tyw5,  MGI:1915986
U2AF1,7307,U2af1,  MGI:98884
U2AF1L4,199746,U2af1l4,  MGI:2678374
U2AF2,11338,U2af2,  MGI:98886
U2SURP,23350,U2surp,  MGI:1915208
UACA,55075,Uaca,  MGI:1919815
UAP1,6675,Uap1,  MGI:1334459
UAP1L1,91373,Uap1l1,  MGI:2443318
UBA1,7317,Uba1,  MGI:98890
UBA2,10054,Uba2,  MGI:1858313
UBA3,9039,Uba3,  MGI:1341217
UBA5,79876,Uba5,  MGI:1913913
UBA52,7311,Uba52,  MGI:98887
UBA6,55236,Uba6,  MGI:1913894
UBA7,7318,Uba7,  MGI:1349462
UBAC1,10422,Ubac1,  MGI:1920995
UBAC2,337867,Ubac2,  MGI:1916139
UBALD1,124402,Ubald1,  MGI:1916255
UBALD2,283991,Ubald2,  MGI:1914635
UBAP1,51271,Ubap1,  MGI:2149543
UBAP1L,390595,Ubap1l,  MGI:2685360
UBAP2,55833,Ubap2,  MGI:1916176
UBAP2L,9898,Ubap2l,  MGI:1921633
UBASH3A,53347,Ubash3a,  MGI:1926074
UBASH3B,84959,Ubash3b,  MGI:1920078
UBB,7314,Ubb,  MGI:98888
UBC,7316,Ubc,  MGI:98889
UBD,10537,Ubd,  MGI:1344410
UBE2A,7319,Ube2a,  MGI:102959
UBE2B,7320,Ube2b,  MGI:102944
UBE2C,11065,Ube2c,  MGI:1915862
UBE2D1,7321,Ube2d1,  MGI:2384911
UBE2D2,7322,Ube2d2a,  MGI:1930715
UBE2D3,7323,Ube2d3,  MGI:1913355
UBE2D4,51619,Ube2d2b,  MGI:1920568
UBE2E1,7324,Ube2e1,  MGI:107411
UBE2E2,7325,Ube2e2,  MGI:2384997
UBE2E3,10477,Ube2e3,  MGI:107412
UBE2F,140739,Ube2f,  MGI:1915171
UBE2G1,7326,Ube2g1,  MGI:1914378
UBE2G2,7327,Ube2g2,  MGI:1343188
UBE2H,7328,Ube2h,  MGI:104632
UBE2I,7329,Ube2i,  MGI:107365
UBE2J1,51465,Ube2j1,  MGI:1926245
UBE2J2,118424,Ube2j2,  MGI:2153608
UBE2K,3093,Ube2k,  MGI:1858216
UBE2L3,7332,Ube2l3,  MGI:109240
UBE2L6,9246,Ube2l6,  MGI:1914500
UBE2M,9040,Ube2m,  MGI:108278
UBE2N,7334,Ube2n,  MGI:1934835
UBE2O,63893,Ube2o,  MGI:2444266
UBE2Q1,55585,Ube2q1,  MGI:1917343
UBE2Q2,92912,Ube2q2,  MGI:2388672
UBE2QL1,134111,Ube2ql1,  MGI:1924230
UBE2R2,54926,Ube2r2,  MGI:1914865
UBE2S,27338,Ube2s,  MGI:1925141
UBE2T,29089,Ube2t,  MGI:1914446
UBE2U,148581,Ube2u,  MGI:3588216
UBE2V1,7335,Ube2v1,  MGI:1913839
UBE2V2,7336,Ube2v2,  MGI:1917870
UBE2W,55284,Ube2w,  MGI:1914049
UBE2Z,65264,Ube2z,  MGI:1343160
UBE3A,7337,Ube3a,  MGI:105098
UBE3B,89910,Ube3b,  MGI:1891295
UBE3C,9690,Ube3c,  MGI:2140998
UBE3D,90025,Ube2cbp,  MGI:1917598
UBE4A,9354,Ube4a,  MGI:2154580
UBE4B,10277,Ube4b,  MGI:1927086
UBFD1,56061,Ubfd1,  MGI:107301
UBIAD1,29914,Ubiad1,  MGI:1918957
UBL3,5412,Ubl3,  MGI:1344373
UBL4A,8266,Ubl4a,  MGI:95049
UBL4B,164153,Ubl4b,  MGI:1914841
UBL5,59286,Ubl5,  MGI:1913427
UBL7,84993,Ubl7,  MGI:1916709
UBLCP1,134510,Ublcp1,  MGI:1933105
UBN1,29855,Ubn1,  MGI:1891307
UBN2,254048,Ubn2,  MGI:2444236
UBOX5,22888,Ubox5,  MGI:2154658
UBP1,7342,Ubp1,  MGI:104889
UBQLN1,29979,Ubqln1,  MGI:1860276
UBQLN2,29978,Ubqln2,  MGI:1860283
UBQLN3,50613,Ubqln3,  MGI:3045291
UBQLN4,56893,Ubqln4,  MGI:2150152
UBQLNL,143630,Ubqlnl,  MGI:2685336
UBR1,197131,Ubr1,  MGI:1277977
UBR2,23304,Ubr2,  MGI:1861099
UBR3,130507,Ubr3,  MGI:1861100
UBR4,23352,Ubr4,  MGI:1916366
UBR5,51366,Ubr5,  MGI:1918040
UBR7,55148,Ubr7,  MGI:1913872
UBTD1,80019,Ubtd1,  MGI:2385092
UBTD2,92181,Ubtd2,  MGI:2444752
UBTF,7343,Ubtf,  MGI:98512
UBTFL1,642623,Ubtfl1,  MGI:3588290
UBXN1,51035,Ubxn1,  MGI:1289301
UBXN10,127733,Ubxn10,  MGI:2443123
UBXN11,91544,Ubxn11,  MGI:1914836
UBXN2A,165324,Ubxn2a,  MGI:2442310
UBXN2B,137886,Ubxn2b,  MGI:1915303
UBXN4,23190,Ubxn4,  MGI:1915062
UBXN6,80700,Ubxn6,  MGI:1913780
UBXN7,26043,Ubxn7,  MGI:2146388
UBXN8,7993,Ubxn8,  MGI:1337129
UCHL1,7345,Uchl1,  MGI:103149
UCHL3,7347,Uchl3,  MGI:1355274
UCHL5,51377,Uchl5,  MGI:1914848
UCK1,83549,Uck1,  MGI:98904
UCK2,7371,Uck2,  MGI:1931744
UCKL1,54963,Uckl1,  MGI:1915806
UCMA,221044,Ucma,  MGI:1915777
UCN,7349,Ucn,  MGI:1276123
UCN2,90226,Ucn2,  MGI:2176375
UCN3,114131,Ucn3,  MGI:1932970
UCP1,7350,Ucp1,  MGI:98894
UCP2,7351,Ucp2,  MGI:109354
UCP3,7352,Ucp3,  MGI:1099787
UEVLD,55293,Uevld,  MGI:1860490
UFC1,51506,Ufc1,  MGI:1913405
UFD1,7353,Ufd1,  MGI:109353
UFL1,23376,Ufl1,  MGI:1914740
UFM1,51569,Ufm1,  MGI:1915140
UFSP1,402682,Ufsp1,  MGI:1917490
UFSP2,55325,Ufsp2,  MGI:1913679
UGCG,7357,Ugcg,  MGI:1332243
UGDH,7358,Ugdh,  MGI:1306785
UGGT1,56886,Uggt1,  MGI:2443162
UGGT2,55757,Uggt2,  MGI:1913685
UGP2,7360,Ugp2,  MGI:2183447
UGT1A1,54658,Ugt1a1,  MGI:98898
UGT1A10,54575,Ugt1a10,  MGI:3580642
UGT1A10,54575,Ugt1a9,  MGI:3576092
UGT1A3,54659,Ugt1a2,  MGI:3576049
UGT1A4,54657,Ugt1a5,  MGI:3032634
UGT1A6,54578,Ugt1a6a,  MGI:2137698
UGT1A6,54578,Ugt1a6b,  MGI:3580629
UGT1A7,54577,Ugt1a10,  MGI:3580642
UGT1A7,54577,Ugt1a9,  MGI:3576092
UGT1A8,54576,Ugt1a10,  MGI:3580642
UGT1A8,54576,Ugt1a9,  MGI:3576092
UGT1A9,54600,Ugt1a10,  MGI:3580642
UGT1A9,54600,Ugt1a9,  MGI:3576092
UGT2A1,10941,Ugt2a1,  MGI:2149905
UGT2A2,574537,Ugt2a2,  MGI:3576095
UGT2A3,79799,Ugt2a3,  MGI:1919344
UGT2B10,7365,Ugt2b34,  MGI:2140962
UGT2B17,7367,Ugt2b1,  MGI:1919023
UGT2B28,54490,Ugt2b37,  MGI:2148239
UGT2B28,54490,Ugt2b38,  MGI:2140794
UGT2B28,54490,Ugt2b5,  MGI:98900
UGT2B7,7364,Ugt2b35,  MGI:3576100
UGT2B7,7364,Ugt2b36,  MGI:3576103
UGT3A1,133688,Ugt3a1,  MGI:2146055
UGT3A1,133688,Ugt3a2,  MGI:2145969
UGT3A2,167127,Ugt3a1,  MGI:2146055
UGT3A2,167127,Ugt3a2,  MGI:2145969
UGT8,7368,Ugt8a,  MGI:109522
UHMK1,127933,Uhmk1,  MGI:1341908
UHRF1,29128,Uhrf1,  MGI:1338889
UHRF1BP1,54887,Uhrf1bp1,  MGI:3041238
UHRF1BP1L,23074,Uhrf1bp1l,  MGI:2442888
UHRF2,115426,Uhrf2,  MGI:1923718
UIMC1,51720,Uimc1,  MGI:103185
ULBP1,80329,Ulbp1,  MGI:1925027
ULBP2,80328,Ulbp1,  MGI:1925027
ULBP3,79465,9230019H11Rik,  MGI:3588256
ULK1,8408,Ulk1,  MGI:1270126
ULK2,9706,Ulk2,  MGI:1352758
ULK3,25989,Ulk3,  MGI:1918992
ULK4,54986,Ulk4,  MGI:1921622
UMAD1,729852,Umad1,  MGI:3840148
UMOD,7369,Umod,  MGI:102674
UMODL1,89766,Umodl1,  MGI:1929785
UMPS,7372,Umps,  MGI:1298388
UNC119,9094,Unc119,  MGI:1328357
UNC119B,84747,Unc119b,  MGI:2147162
UNC13A,23025,Unc13a,  MGI:3051532
UNC13B,10497,Unc13b,  MGI:1342278
UNC13C,440279,Unc13c,  MGI:2149021
UNC13D,201294,Unc13d,  MGI:1917700
UNC45A,55898,Unc45a,  MGI:2142246
UNC45B,146862,Unc45b,  MGI:2443377
UNC50,25972,Unc50,  MGI:1914637
UNC5A,90249,Unc5a,  MGI:894682
UNC5B,219699,Unc5b,  MGI:894703
UNC5C,8633,Unc5c,  MGI:1095412
UNC5CL,222643,Unc5cl,  MGI:1923839
UNC5D,137970,Unc5d,  MGI:2389364
UNC79,57578,Unc79,  MGI:2684729
UNC80,285175,Unc80,  MGI:2652882
UNC93A,54346,Unc93a2,  MGI:3712668
UNC93B1,81622,Unc93b1,  MGI:1859307
UNCX,340260,Uncx,  MGI:108013
UNG,7374,Ung,  MGI:109352
UNK,85451,Unk,  MGI:2442456
UNKL,64718,Unkl,  MGI:1921404
UOX,391051,Uox,  MGI:98907
UPB1,51733,Upb1,  MGI:2143535
UPF1,5976,Upf1,  MGI:107995
UPF2,26019,Upf2,  MGI:2449307
UPF3A,65110,Upf3a,  MGI:1914281
UPF3B,65109,Upf3b,  MGI:1915384
UPK1A,11045,Upk1a,  MGI:98911
UPK1B,7348,Upk1b,  MGI:98912
UPK2,7379,Upk2,  MGI:98913
UPK3A,7380,Upk3a,  MGI:98914
UPK3B,105375355,Upk3b,  MGI:2140882
UPK3BL1,100134938,Upk3bl,  MGI:1916915
UPP1,7378,Upp1,  MGI:1097668
UPP2,151531,Upp2,  MGI:1923904
UPRT,139596,Uprt,  MGI:2685620
UQCC1,55245,Uqcc1,  MGI:1929472
UQCC2,84300,Uqcc2,  MGI:1914517
UQCC3,790955,Uqcc3,  MGI:2147553
UQCR10,29796,Uqcr10,  MGI:1913402
UQCR11,10975,Uqcr11,  MGI:1913844
UQCRB,7381,Uqcrb,  MGI:1914780
UQCRC1,7384,Uqcrc1,  MGI:107876
UQCRC2,7385,Uqcrc2,  MGI:1914253
UQCRFS1,7386,Uqcrfs1,  MGI:1913944
UQCRH,7388,Uqcrh,  MGI:1913826
UQCRQ,27089,Uqcrq,  MGI:107807
URAD,646625,Urad,  MGI:3647519
URAHP,100130015,Urah,  MGI:1916142
URB1,9875,Urb1,  MGI:2146468
URB2,9816,Urb2,  MGI:2681124
URGCP,55665,Urgcp,  MGI:1919296
URI1,8725,Uri1,  MGI:1342294
URM1,81605,Urm1,  MGI:1915455
UROC1,131669,Uroc1,  MGI:2385332
UROD,7389,Urod,  MGI:98916
UROS,7390,Uros,  MGI:98917
USB1,79650,Usb1,  MGI:2142454
USE1,55850,Use1,  MGI:1914273
USF1,7391,Usf1,  MGI:99542
USF2,7392,Usf2,  MGI:99961
USF3,205717,Usf3,  MGI:2685454
USH1C,10083,Ush1c,  MGI:1919338
USH1G,124590,Ush1g,  MGI:2450757
USH2A,7399,Ush2a,  MGI:1341292
USHBP1,83878,Ushbp1,  MGI:1922920
USO1,8615,Uso1,  MGI:1929095
USP1,7398,Usp1,  MGI:2385198
USP10,9100,Usp10,  MGI:894652
USP11,8237,Usp11,  MGI:2384312
USP12,219333,Usp12,  MGI:1270128
USP13,8975,Usp13,  MGI:1919857
USP14,9097,Usp14,  MGI:1928898
USP15,9958,Usp15,  MGI:101857
USP16,10600,Usp16,  MGI:1921362
USP18,11274,Usp18,  MGI:1344364
USP19,10869,Usp19,  MGI:1918722
USP2,9099,Usp2,  MGI:1858178
USP20,10868,Usp20,  MGI:1921520
USP21,27005,Usp21,  MGI:1353665
USP22,23326,Usp22,  MGI:2144157
USP24,23358,Usp24,  MGI:1919936
USP25,29761,Usp25,  MGI:1353655
USP26,83844,Usp26,  MGI:1933247
USP27X,389856,Usp27x,  MGI:1859645
USP28,57646,Usp28,  MGI:2442293
USP29,57663,Usp29,  MGI:1888998
USP3,9960,Usp3,  MGI:2152450
USP30,84749,Usp30,  MGI:2140991
USP31,57478,Usp31,  MGI:1923429
USP32,84669,Usp32,  MGI:2144475
USP33,23032,Usp33,  MGI:2159711
USP34,9736,Usp34,  MGI:109473
USP35,57558,Usp35,  MGI:2685339
USP36,57602,Usp36,  MGI:1919594
USP37,57695,Usp37,  MGI:2442483
USP38,84640,Usp38,  MGI:1922091
USP39,10713,Usp39,  MGI:107622
USP4,7375,Usp4,  MGI:98905
USP40,55230,Usp40,  MGI:2443184
USP42,84132,Usp42,  MGI:1924050
USP43,124739,Usp43,  MGI:2444541
USP44,84101,Usp44,  MGI:3045318
USP45,85015,Usp45,  MGI:101850
USP46,64854,Usp46,  MGI:1916977
USP47,55031,Usp47,  MGI:1922246
USP48,84196,Usp48,  MGI:2158502
USP49,25862,Usp49,  MGI:2685391
USP5,8078,Usp5,  MGI:1347343
USP50,373509,Usp50,  MGI:1922333
USP51,158880,Usp51,  MGI:3588217
USP53,54532,Usp53,  MGI:2139607
USP54,159195,Usp54,  MGI:1926037
USP6NL,9712,Usp6nl,  MGI:2138893
USP7,7874,Usp7,  MGI:2182061
USP8,9101,Usp8,  MGI:1934029
USP9X,8239,Usp9x,  MGI:894681
USP9Y,8287,Usp9y,  MGI:1313274
USPL1,10208,Uspl1,  MGI:2442342
UST,10090,Ust,  MGI:2442406
UTF1,8433,Utf1,  MGI:1276125
UTP11,51118,Utp11,  MGI:1914455
UTP14A,10813,Utp14a,  MGI:1919804
UTP14C,9724,Utp14b,  MGI:2445092
UTP15,84135,Utp15,  MGI:2145443
UTP18,51096,Utp18,  MGI:1923402
UTP20,27340,Utp20,  MGI:1917933
UTP23,84294,Utp23,  MGI:1925831
UTP25,27042,Utp25,  MGI:2138080
UTP3,57050,Utp3,  MGI:1919230
UTP4,84916,Utp4,  MGI:1096573
UTP6,55813,Utp6,  MGI:2445193
UTRN,7402,Utrn,  MGI:104631
UTS2,10911,Uts2,  MGI:1346329
UTS2B,257313,Uts2b,  MGI:2677064
UTS2R,2837,Uts2r,  MGI:2183450
UTY,7404,Uty,  MGI:894810
UVRAG,7405,Uvrag,  MGI:1925860
UVSSA,57654,Uvssa,  MGI:1918351
UXS1,80146,Uxs1,  MGI:1915133
UXT,8409,Uxt,  MGI:1277988
VAC14,55697,Vac14,  MGI:2157980
VAMP1,6843,Vamp1,  MGI:1313276
VAMP2,6844,Vamp2,  MGI:1313277
VAMP3,9341,Vamp3,  MGI:1321389
VAMP4,8674,Vamp4,  MGI:1858730
VAMP5,10791,Vamp5,  MGI:1858622
VAMP7,6845,Vamp7,  MGI:1096399
VAMP8,8673,Vamp8,  MGI:1336882
VAMP9P,112441439,Vamp9,  MGI:5595070
VANGL1,81839,Vangl1,  MGI:2159344
VANGL2,57216,Vangl2,  MGI:2135272
VAPA,9218,Vapa,  MGI:1353561
VAPB,9217,Vapb,  MGI:1928744
VARS1,7407,Vars,  MGI:90675
VARS2,57176,Vars2,  MGI:1916165
VASH1,22846,Vash1,  MGI:2442543
VASH2,79805,Vash2,  MGI:2444826
VASN,114990,Vasn,  MGI:2177651
VASP,7408,Vasp,  MGI:109268
VAT1,10493,Vat1,  MGI:1349450
VAT1L,57687,Vat1l,  MGI:2142534
VAV1,7409,Vav1,  MGI:98923
VAV2,7410,Vav2,  MGI:102718
VAV3,10451,Vav3,  MGI:1888518
VAX1,11023,Vax1,  MGI:1277163
VAX2,25806,Vax2,  MGI:1346018
VBP1,7411,Vbp1,  MGI:1333804
VCAM1,7412,Vcam1,  MGI:98926
VCAN,1462,Vcan,  MGI:102889
VCL,7414,Vcl,  MGI:98927
VCP,7415,Vcp,  MGI:99919
VCPIP1,80124,Vcpip1,  MGI:1917925
VCPKMT,79609,Vcpkmt,  MGI:2684917
VDAC1,7416,Vdac1,  MGI:106919
VDAC2,7417,Vdac2,  MGI:106915
VDAC3,7419,Vdac3,  MGI:106922
VDR,7421,Vdr,  MGI:103076
VEGFA,7422,Vegfa,  MGI:103178
VEGFB,7423,Vegfb,  MGI:106199
VEGFC,7424,Vegfc,  MGI:109124
VEGFD,2277,Vegfd,  MGI:108037
VEPH1,79674,Veph1,  MGI:1920039
VEZF1,7716,Vezf1,  MGI:1313291
VEZT,55591,Vezt,  MGI:2143698
VGF,7425,Vgf,  MGI:1343180
VGLL1,51442,Vgll1,  MGI:2655768
VGLL2,245806,Vgll2,  MGI:2447460
VGLL3,389136,Vgll3,  MGI:1920819
VGLL4,9686,Vgll4,  MGI:2652840
VHL,7428,Vhl,  MGI:103223
VIL1,7429,Vil1,  MGI:98930
VILL,50853,Vill,  MGI:1201781
VIM,7431,Vim,  MGI:98932
VINAC1P,114515517,Vinac1,  MGI:3649276
VIP,7432,Vip,  MGI:98933
VIPAS39,63894,Vipas39,  MGI:2144805
VIPR1,7433,Vipr1,  MGI:109272
VIPR2,7434,Vipr2,  MGI:107166
VIRMA,25962,Virma,  MGI:1913435
VIT,5212,Vit,  MGI:1921449
VKORC1,79001,Vkorc1,  MGI:106442
VKORC1L1,154807,Vkorc1l1,  MGI:1916818
VLDLR,7436,Vldlr,  MGI:98935
VMA21,203547,Vma21,  MGI:1914298
VMAC,400673,Vmac,  MGI:2146912
VMO1,284013,Vmo1,  MGI:2685587
VMP1,81671,Vmp1,  MGI:1923159
VN1R2,317701,Vmn1r224,  MGI:3645524
VN1R4,317703,Vmn1r237,  MGI:2159637
VNN1,8876,Vnn1,  MGI:108395
VNN3,55350,Vnn3,  MGI:1347055
VOPP1,81552,Vopp1,  MGI:2141658
VPREB1,7441,Vpreb1,  MGI:98936
VPREB3,29802,Vpreb3,  MGI:98938
VPS11,55823,Vps11,  MGI:1918982
VPS13A,23230,Vps13a,  MGI:2444304
VPS13B,157680,Vps13b,  MGI:1916380
VPS13C,54832,Vps13c,  MGI:2444207
VPS13D,55187,Vps13d,  MGI:2448530
VPS16,64601,Vps16,  MGI:2136772
VPS18,57617,Vps18,  MGI:2443626
VPS25,84313,Vps25,  MGI:106354
VPS26A,9559,Vps26a,  MGI:1353654
VPS26B,112936,Vps26b,  MGI:1917656
VPS26C,10311,Vps26c,  MGI:1206040
VPS28,51160,Vps28,  MGI:1914164
VPS29,51699,Vps29,  MGI:1928344
VPS33A,65082,Vps33a,  MGI:1924823
VPS33B,26276,Vps33b,  MGI:2446237
VPS35,55737,Vps35,  MGI:1890467
VPS35L,57020,Vps35l,  MGI:1918767
VPS36,51028,Vps36,  MGI:1917410
VPS37A,137492,Vps37a,  MGI:1261835
VPS37B,79720,Vps37b,  MGI:1916724
VPS37C,55048,Vps37c,  MGI:2147661
VPS37D,155382,Vps37d,  MGI:2159402
VPS39,23339,Vps39,  MGI:2443189
VPS41,27072,Vps41,  MGI:1929215
VPS45,11311,Vps45,  MGI:891965
VPS4A,27183,Vps4a,  MGI:1890520
VPS4B,9525,Vps4b,  MGI:1100499
VPS50,55610,Vps50,  MGI:1920538
VPS51,738,Vps51,  MGI:1915755
VPS52,6293,Vps52,  MGI:1330304
VPS53,55275,Vps53,  MGI:1915549
VPS54,51542,Vps54,  MGI:2178798
VPS72,6944,Vps72,  MGI:1202305
VPS8,23355,Vps8,  MGI:2146407
VPS9D1,9605,Vps9d1,  MGI:1914143
VRK1,7443,Vrk1,  MGI:1261847
VRK2,7444,Vrk2,  MGI:1917172
VRK3,51231,Vrk3,  MGI:2182465
VRTN,55237,Vrtn,  MGI:3588197
VSIG1,340547,Vsig1,  MGI:1926039
VSIG10,54621,Vsig10,  MGI:2448533
VSIG10L,147645,Vsig10l,  MGI:1922940
VSIG10L2,338667,Gm1113,  MGI:2685959
VSIG2,23584,Vsig2,  MGI:1928009
VSIG4,11326,Vsig4,  MGI:2679720
VSIG8,391123,Vsig8,  MGI:3642995
VSIR,64115,Vsir,  MGI:1921298
VSNL1,7447,Vsnl1,  MGI:1349453
VSTM2A,222008,Vstm2a,  MGI:2384826
VSTM2B,342865,Vstm2b,  MGI:1914525
VSTM2L,128434,Vstm2l,  MGI:2685537
VSTM4,196740,Vstm4,  MGI:2444633
VSTM5,387804,Vstm5,  MGI:1916387
VSX1,30813,Vsx1,  MGI:1890816
VSX2,338917,Vsx2,  MGI:88401
VTA1,51534,Vta1,  MGI:1913451
VTCN1,79679,Vtcn1,  MGI:3039619
VTI1A,143187,Vti1a,  MGI:1855699
VTI1B,10490,Vti1b,  MGI:1855688
VTN,7448,Vtn,  MGI:98940
VWA1,64856,Vwa1,  MGI:2179729
VWA2,340706,Vwa2,  MGI:2684334
VWA3A,146177,Vwa3a,  MGI:3041229
VWA3B,200403,Vwa3b,  MGI:1918103
VWA5A,4013,Vwa5a,  MGI:1915026
VWA5B1,127731,Vwa5b1,  MGI:1922968
VWA5B2,90113,Vwa5b2,  MGI:2681859
VWA7,80737,Vwa7,  MGI:1306798
VWA8,23078,Vwa8,  MGI:1919008
VWC2,375567,Vwc2,  MGI:2442987
VWC2L,402117,Vwc2l,  MGI:2444069
VWCE,220001,Vwce,  MGI:1919018
VWDE,221806,Vwde,  MGI:2685313
VWF,7450,Vwf,  MGI:98941
VXN,254778,Vxn,  MGI:1924232
WAC,51322,Wac,  MGI:2387357
WAPL,23063,Wapl,  MGI:2675859
WARS1,7453,Wars,  MGI:104630
WARS2,10352,Wars2,  MGI:1917810
WAS,7454,Was,  MGI:105059
WASF1,8936,Wasf1,  MGI:1890563
WASF2,10163,Wasf2,  MGI:1098641
WASF3,10810,Wasf3,  MGI:2658986
WASHC1,100287171,Washc1,  MGI:1916017
WASHC2C,253725,Washc2,  MGI:106463
WASHC3,51019,Washc3,  MGI:1914532
WASHC4,23325,Washc4,  MGI:2441787
WASHC5,9897,Washc5,  MGI:2146110
WASL,8976,Wasl,  MGI:1920428
WBP1,23559,Wbp1,  MGI:104710
WBP11,51729,Wbp11,  MGI:1891823
WBP1L,54838,Wbp1l,  MGI:107577
WBP2,23558,Wbp2,  MGI:104709
WBP2NL,164684,Wbp2nl,  MGI:1921966
WBP4,11193,Wbp4,  MGI:109568
WDCP,80304,Wdcp,  MGI:3040699
WDFY1,57590,Wdfy1,  MGI:1916618
WDFY2,115825,Wdfy2,  MGI:2442811
WDFY3,23001,Wdfy3,  MGI:1096875
WDFY4,57705,Wdfy4,  MGI:3584510
WDHD1,11169,Wdhd1,  MGI:2443514
WDPCP,51057,Wdpcp,  MGI:2144467
WDR1,9948,Wdr1,  MGI:1337100
WDR11,55717,Wdr11,  MGI:1920230
WDR12,55759,Wdr12,  MGI:1927241
WDR13,64743,Wdr13,  MGI:1914661
WDR17,116966,Wdr17,  MGI:1924662
WDR18,57418,Wdr18,  MGI:2158400
WDR19,57728,Wdr19,  MGI:2443231
WDR20,91833,Wdr20,  MGI:1916891
WDR24,84219,Wdr24,  MGI:2446285
WDR25,79446,Wdr25,  MGI:3045255
WDR26,80232,Wdr26,  MGI:1923825
WDR27,253769,Wdr27,  MGI:1918932
WDR3,10885,Wdr3,  MGI:2443143
WDR31,114987,Wdr31,  MGI:1918604
WDR33,55339,Wdr33,  MGI:1921570
WDR34,89891,Wdr34,  MGI:1919070
WDR35,57539,Wdr35,  MGI:1921932
WDR36,134430,Wdr36,  MGI:1917819
WDR37,22884,Wdr37,  MGI:1920393
WDR38,401551,Wdr38,  MGI:1923896
WDR4,10785,Wdr4,  MGI:1889002
WDR41,55255,Wdr41,  MGI:2445123
